,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,accept_t,booked,past_booker
2535,4.0,3,216.0,4.0,154,7,0.08333333333333333,0,1
2536,2.0,3,187.0,18.0,8,4,0.05,0,1
2537,3.0,12,449.0,3.0,5,6,0.0,1,0
2538,2.0,3,404.0,0.0,103,2,0.0,0,0
2539,1.0,5,161.0,0.0,133,14,23763.68333333333,0,0
2540,6.0,13,68.0,2.0,24,5,0.0,0,0
2541,2.0,3,481.0,8.0,195,14,2.0333333333333337,0,1
2542,1.0,7,128.0,0.0,213,14,33.56666666666667,0,0
2543,2.0,5,204.0,0.0,67,49,1048.3333333333335,0,0
2544,4.0,12,232.0,15.0,9,4,0.15,0,0
2545,3.0,5,426.0,6.0,158,2,0.35,0,0
2546,4.0,4,189.0,18.0,121,2,0.35,0,1
2547,2.0,6,379.0,32.0,196,19,0.31666666666666665,0,0
2548,3.0,5,54.0,9.0,179,4,0.0,0,0
2549,1.0,3,119.0,9.0,54,10,0.11666666666666667,0,0
2550,6.0,3,181.0,16.0,6,3,0.0,0,0
2551,9.0,7,175.0,0.0,59,2,0.06666666666666668,0,1
2552,3.0,4,491.0,0.0,36,7,0.0,0,1
2553,2.0,3,580.0,53.0,19,6,0.03333333333333333,0,0
2554,2.0,19,710.0,41.0,42,4,0.0,1,1
2555,3.0,6,175.0,0.0,115,6,0.4666666666666667,0,0
2556,1.0,4,103.0,0.0,208,6,0.0,0,0
2557,10.0,2,232.0,0.0,32,2,0.0,0,0
2558,2.0,7,299.0,20.0,61,6,227.7,0,0
2559,2.0,13,337.0,15.0,59,6,0.0,1,0
2560,2.0,12,292.0,0.0,166,2,14699.716666666667,1,1
2561,1.0,7,143.0,1.0,34,29,69.66666666666667,0,0
2562,2.0,3,82.0,4.0,56,2,0.0,0,1
2563,2.0,3,321.0,3.0,60,5,0.5166666666666667,0,1
2564,3.0,3,104.0,1.0,39,2,0.0,0,0
2565,4.0,16,198.0,0.0,0,3,31.500000000000004,0,1
2566,2.0,20,226.0,0.0,69,3,0.08333333333333333,1,1
2567,2.0,6,385.0,7.0,22,7,0.0,0,0
2568,6.0,3,78.0,0.0,116,2,258.1333333333334,0,0
2569,2.0,4,126.0,48.0,210,4,26.28333333333333,0,1
2570,2.0,5,70.0,0.0,281,45,0.05,0,0
2571,1.0,2,120.0,1.0,64,7,0.0,0,0
2572,4.0,5,295.0,4.0,124,10,0.13333333333333333,0,0
2573,4.0,5,160.0,10.0,195,11,0.0,0,0
2574,1.0,13,384.0,0.0,179,18,7236.65,0,1
2575,3.0,6,172.0,4.0,49,4,938.6166666666667,0,0
2576,2.0,2,50.0,0.0,13,3,0.0,0,0
2577,2.0,6,198.0,6.0,122,8,0.85,0,0
2578,3.0,26,468.0,32.0,1,3,0.0,0,0
2579,2.0,7,243.0,38.0,6,5,0.0,0,0
2580,8.0,3,334.0,0.0,30,5,158.86666666666667,0,0
2581,6.0,3,111.0,50.0,342,3,0.2833333333333333,0,0
2582,1.0,4,353.0,39.0,4,6,0.0,0,0
2583,1.0,3,161.0,39.0,43,5,0.0,0,0
2584,4.0,7,390.0,41.0,7,9,0.2500000000000001,0,0
2585,2.0,3,340.0,24.0,77,4,0.0,0,1
2586,2.0,5,161.0,0.0,24,6,0.0,0,0
2587,5.0,6,306.0,0.0,167,6,55809.01666666667,0,1
2588,5.0,5,217.0,7.0,44,2,0.0,0,0
2589,2.0,8,1214.0,23.0,8,9,0.15,0,0
2590,2.0,9,222.0,11.0,9,7,0.1,0,0
2591,2.0,4,168.0,2.0,74,2,1090.3166666666666,0,0
2592,5.0,25,274.0,1.0,42,3,0.0,0,0
2593,2.0,5,89.0,0.0,22,5,240.1,0,0
2594,4.0,21,209.0,0.0,103,4,1280.6166666666666,1,0
2595,2.0,4,196.0,11.0,11,4,1354.2166666666667,0,0
2596,5.0,19,95.0,12.0,64,3,1174.9333333333334,1,0
2597,3.0,4,234.0,20.0,65,7,0.0,0,0
2598,2.0,4,66.0,18.0,19,31,0.3,0,0
2599,1.0,67,173.0,6.0,5,1,4.266666666666667,1,0
2600,1.0,19,1095.0,0.0,213,6,0.0,1,0
2601,6.0,16,354.0,2.0,52,8,0.7166666666666667,1,1
2602,3.0,14,350.0,0.0,20,15,0.0,0,1
2603,12.0,6,232.0,0.0,56,2,0.45,0,0
2604,1.0,9,286.0,49.0,28,2,0.03333333333333333,0,0
2605,2.0,28,91.0,13.0,0,3,0.0,0,0
2606,4.0,5,61.0,1.0,66,8,5.45,0,0
2607,4.0,16,146.0,10.0,41,3,268.81666666666666,1,0
2608,3.0,21,164.0,0.0,59,11,0.16666666666666666,1,1
2609,2.0,4,84.0,59.0,45,8,384.6,0,1
2610,5.0,25,47.0,0.0,23,5,1.8333333333333333,1,0
2611,4.0,23,119.0,1.0,16,5,0.08333333333333333,0,0
2612,12.0,29,142.0,0.0,154,14,3431.75,0,0
2613,1.0,5,338.0,4.0,91,2,0.0,0,0
2614,2.0,27,451.0,4.0,21,5,80.21666666666667,1,1
2615,6.0,3,87.0,7.0,27,6,0.0,0,0
2616,2.0,8,311.0,6.0,7,8,0.08333333333333333,0,1
2617,3.0,21,180.0,7.0,171,3,0.0,1,1
2618,1.0,8,281.0,8.0,10,10,0.0,0,0
2619,2.0,28,470.0,6.0,56,8,583.1666666666666,1,0
2620,6.0,6,22.0,0.0,149,32,5978.983333333334,0,0
2621,2.0,5,208.0,1.0,205,8,0.0,0,1
2622,2.0,5,100.0,20.0,79,3,0.2,0,0
2623,2.0,2,118.0,1.0,27,7,0.0,0,0
2624,2.0,2,321.0,0.0,6,8,0.0,0,1
2625,3.0,5,142.0,0.0,32,5,0.2,0,0
2626,2.0,4,377.0,2.0,167,28,0.0,0,0
2627,3.0,3,55.0,1.0,41,5,0.08333333333333333,0,0
2628,1.0,13,192.0,15.0,25,3,2.9,1,1
2629,2.0,3,240.0,3.0,23,16,0.0,0,0
2630,3.0,13,295.0,17.0,37,6,1146.9166666666667,0,1
2631,4.0,4,367.0,1.0,41,9,0.0,0,0
2632,2.0,5,139.0,33.0,20,4,1.9,0,0
2633,6.0,5,813.0,15.0,291,8,7.900000000000001,0,1
2634,2.0,19,318.0,1.0,22,2,595.5,1,1
2635,1.0,6,151.0,4.0,6,91,2.433333333333333,0,0
2636,5.0,3,158.0,0.0,8,4,0.0,0,1
2637,7.0,24,696.0,0.0,136,16,7.9833333333333325,1,0
2638,4.0,3,185.0,0.0,99,8,0.4166666666666667,0,0
2639,4.0,3,68.0,0.0,14,3,122.71666666666668,0,0
2640,6.0,5,47.0,0.0,117,7,0.0,0,1
2641,2.0,10,204.0,17.0,190,3,0.0,1,0
2642,8.0,31,178.0,0.0,49,8,66.03333333333335,1,1
2643,1.0,14,288.0,0.0,6,9,489.5666666666667,0,1
2644,1.0,5,204.0,1.0,233,13,0.0,0,1
2645,1.0,7,240.0,15.0,194,31,518.9000000000002,0,0
2646,6.0,19,87.0,19.0,33,7,0.0,1,0
2647,2.0,7,272.0,44.0,10,9,57.9,0,1
2648,2.0,8,138.0,73.0,102,8,0.0,1,0
2649,2.0,4,249.0,1.0,194,5,1570.85,0,1
2650,4.0,34,123.0,0.0,95,17,3860.7833333333333,1,0
2651,4.0,3,339.0,82.0,8,1,0.0,0,0
2652,1.0,7,233.0,0.0,133,10,2581.4666666666667,0,1
2653,2.0,3,96.0,0.0,45,2,0.0,0,0
2654,2.0,2,215.0,4.0,15,3,0.0,0,0
2655,5.0,6,365.0,0.0,112,14,0.85,0,0
2656,1.0,6,362.0,0.0,88,14,0.06666666666666668,0,0
2657,2.0,4,80.0,268.0,23,2,0.2,0,0
2658,2.0,9,346.0,96.0,22,2,1298.4166666666667,1,1
2659,3.0,11,666.0,4.0,199,7,0.45,1,1
2660,2.0,3,589.0,17.0,190,24,0.0,0,0
2661,2.0,5,231.0,3.0,203,6,0.2500000000000001,0,0
2662,2.0,6,98.0,10.0,30,10,360.28333333333336,0,1
2663,5.0,12,172.0,0.0,4,5,506.08333333333337,0,1
2664,1.0,4,383.0,11.0,106,31,0.0,0,0
2665,1.0,4,732.0,8.0,69,16,0.8,0,1
2666,6.0,11,85.0,17.0,34,4,3.55,0,0
2667,2.0,7,368.0,90.0,22,2,77.05,0,0
2668,2.0,3,190.0,0.0,126,6,0.0,0,1
2669,10.0,2,270.0,0.0,5,4,0.0,0,1
2670,1.0,4,32.0,3.0,112,5,0.0,0,1
2671,2.0,5,208.0,4.0,43,13,0.1,0,0
2672,4.0,14,394.0,50.0,39,1,0.0,0,0
2673,1.0,79,51.0,11.0,33,31,0.0,1,1
2674,2.0,4,232.0,4.0,6,7,0.0,0,1
2675,2.0,17,236.0,0.0,36,4,0.8166666666666667,1,0
2676,10.0,6,192.0,9.0,61,6,0.0,0,0
2677,1.0,10,270.0,21.0,6,3,0.0,1,1
2678,1.0,4,184.0,1.0,11,3,0.0,0,0
2679,2.0,3,176.0,63.0,17,9,0.06666666666666668,0,0
2680,2.0,32,814.0,31.0,160,19,39.98333333333333,1,1
2681,4.0,33,138.0,82.0,14,3,2690.1666666666665,1,1
2682,2.0,7,161.0,3.0,128,15,0.03333333333333333,0,0
2683,4.0,12,334.0,43.0,24,10,0.11666666666666667,1,0
2684,2.0,3,116.0,63.0,53,7,0.0,0,1
2685,8.0,3,146.0,0.0,11,5,0.0,0,0
2686,4.0,4,325.0,33.0,26,10,0.0,0,0
2687,5.0,15,417.0,0.0,137,6,0.9833333333333336,1,0
2688,4.0,9,547.0,21.0,186,9,1.5166666666666666,0,0
2689,1.0,8,193.0,0.0,6,92,369.41666666666674,0,1
2690,5.0,3,120.0,3.0,59,7,0.0,0,1
2691,3.0,7,68.0,0.0,90,11,0.0,0,0
2692,2.0,6,164.0,43.0,116,7,0.0,0,1
2693,2.0,23,381.0,29.0,31,3,31.750000000000004,1,0
2694,2.0,6,57.0,7.0,112,3,1382.6833333333334,0,0
2695,2.0,10,109.0,1.0,16,8,45.28333333333333,0,0
2696,1.0,19,356.0,109.0,16,3,0.0,1,1
2697,3.0,2,113.0,4.0,24,4,0.0,0,0
2698,4.0,10,58.0,0.0,99,10,5143.983333333334,0,0
2699,4.0,6,190.0,25.0,9,6,69.41666666666667,0,0
2700,2.0,3,110.0,0.0,174,3,0.0,0,1
2701,2.0,22,182.0,10.0,2,4,0.0,0,0
2702,4.0,6,418.0,0.0,1,2,0.15,0,0
2703,2.0,4,210.0,6.0,1,12,0.0,0,1
2704,5.0,5,132.0,22.0,12,10,0.0,0,0
2705,1.0,16,331.0,19.0,4,2,69.28333333333333,1,0
2706,1.0,3,384.0,3.0,8,2,0.38333333333333336,0,0
2707,3.0,3,117.0,1.0,36,18,1924.3833333333328,0,1
2708,2.0,22,280.0,0.0,129,7,0.0,1,0
2709,2.0,4,146.0,1.0,251,4,0.0,0,1
2710,6.0,5,44.0,0.0,34,4,18.866666666666667,0,1
2711,2.0,20,351.0,1.0,53,3,361.05,0,1
2712,1.0,4,175.0,10.0,1,5,286.3666666666667,0,1
2713,5.0,2,345.0,0.0,188,13,0.0,0,0
2714,4.0,7,347.0,0.0,177,2,0.0,1,1
2715,1.0,7,191.0,1.0,86,15,0.0,1,1
2716,6.0,3,95.0,76.0,244,8,0.26666666666666666,0,0
2717,2.0,7,105.0,0.0,118,11,0.0,0,1
2718,2.0,8,98.0,0.0,102,16,50.2,0,1
2719,3.0,6,307.0,9.0,21,9,614.8,1,1
2720,4.0,3,316.0,3.0,72,3,0.26666666666666666,0,1
2721,1.0,14,106.0,36.0,191,1,0.0,1,1
2722,2.0,19,336.0,0.0,99,3,0.5333333333333333,0,0
2723,4.0,5,368.0,1.0,23,10,0.3,0,0
2724,5.0,4,289.0,33.0,42,4,0.0,0,0
2725,9.0,9,400.0,7.0,49,11,140.0,1,0
2726,2.0,6,309.0,0.0,112,26,0.0,0,1
2727,4.0,4,62.0,0.0,100,15,0.0,0,0
2728,7.0,3,134.0,49.0,7,2,0.0,0,1
2729,1.0,2,78.0,0.0,67,23,0.0,0,1
2730,1.0,11,634.0,39.0,126,89,1.1333333333333333,0,0
2731,4.0,5,108.0,5.0,73,11,1.2166666666666666,0,0
2732,2.0,3,217.0,51.0,18,12,0.0,0,1
2733,3.0,13,514.0,3.0,4,31,2.2666666666666666,0,1
2734,2.0,6,394.0,12.0,12,3,0.0,0,0
2735,2.0,3,228.0,10.0,187,5,1287.25,0,1
2736,1.0,10,116.0,17.0,39,5,0.11666666666666667,1,0
2737,1.0,5,259.0,53.0,26,5,0.0,0,0
2738,2.0,4,371.0,0.0,107,2,0.13333333333333333,0,0
2739,2.0,5,450.0,27.0,26,5,0.11666666666666667,0,0
2740,1.0,6,163.0,2.0,8,29,0.0,0,0
2741,5.0,11,165.0,0.0,10,5,1172.9,0,0
2742,4.0,14,410.0,0.0,96,10,251.71666666666667,1,0
2743,5.0,6,280.0,27.0,118,1,0.1,0,1
2744,2.0,9,229.0,1.0,52,1,279.1166666666667,0,0
2745,4.0,3,503.0,5.0,107,7,1.3333333333333333,0,0
2746,2.0,7,329.0,14.0,27,4,0.11666666666666667,0,0
2747,2.0,31,41.0,0.0,45,11,0.18333333333333326,0,0
2748,1.0,6,100.0,24.0,0,2,0.0,0,1
2749,3.0,16,86.0,0.0,81,7,0.0,0,0
2750,2.0,9,84.0,10.0,56,2,1.8833333333333333,0,1
2751,2.0,12,266.0,55.0,26,4,0.0,1,0
2752,4.0,3,139.0,1.0,9,6,0.0,0,0
2753,2.0,12,817.0,116.0,106,7,0.6,0,1
2754,1.0,12,143.0,43.0,37,3,0.11666666666666667,0,0
2755,1.0,40,210.0,11.0,80,30,0.7333333333333333,0,0
2756,4.0,8,129.0,3.0,78,2,0.3333333333333333,0,0
2757,1.0,23,51.0,18.0,6,3,81.05,1,1
2758,2.0,6,94.0,17.0,21,4,0.26666666666666666,0,0
2759,1.0,29,155.0,0.0,60,8,12182.633333333333,0,0
2760,1.0,10,257.0,2.0,191,10,1002.8,0,1
2761,5.0,4,299.0,1.0,31,10,668.9333333333333,0,0
2762,1.0,8,782.0,0.0,66,18,0.13333333333333333,0,0
2763,1.0,6,386.0,0.0,92,14,2.216666666666667,0,0
2764,4.0,2,148.0,0.0,16,4,0.0,0,0
2765,2.0,3,165.0,20.0,9,4,0.05,0,0
2766,5.0,41,85.0,0.0,5,4,4.2,0,0
2767,2.0,3,33.0,3.0,193,3,4.75,0,1
2768,1.0,9,110.0,31.0,26,2,119.06666666666666,1,0
2769,1.0,5,127.0,10.0,21,2,0.0,0,0
2770,1.0,3,160.0,76.0,1,4,0.0,0,1
2771,2.0,4,226.0,0.0,42,7,141.01666666666668,0,0
2772,2.0,7,149.0,27.0,22,3,0.0,0,0
2773,2.0,4,346.0,114.0,18,15,0.06666666666666668,0,1
2774,3.0,3,166.0,11.0,46,3,0.016666666666666666,0,0
2775,2.0,3,159.0,25.0,271,4,0.2,0,0
2776,2.0,2,484.0,5.0,205,7,0.0,0,1
2777,1.0,8,242.0,9.0,5,81,6381.133333333332,0,0
2778,3.0,3,126.0,10.0,138,5,0.8,0,0
2779,2.0,4,475.0,7.0,13,7,0.03333333333333333,0,0
2780,1.0,4,129.0,0.0,201,6,1.8833333333333333,0,0
2781,2.0,11,271.0,6.0,4,2,777.3166666666667,0,1
2782,2.0,14,317.0,0.0,15,5,937.1833333333333,1,1
2783,2.0,7,779.0,3.0,0,3,0.7666666666666667,0,0
2784,1.0,3,153.0,8.0,121,61,0.0,0,1
2785,1.0,5,420.0,0.0,74,24,0.0,0,1
2786,1.0,3,247.0,16.0,9,2,0.0,0,0
2787,2.0,3,697.0,0.0,43,17,705.7,0,0
2788,2.0,4,460.0,1.0,30,3,833.8333333333335,0,0
2789,3.0,3,172.0,3.0,41,4,0.43333333333333335,0,0
2790,5.0,4,695.0,1.0,181,27,0.65,0,0
2791,4.0,29,215.0,23.0,0,3,258.70000000000005,1,0
2792,5.0,2,151.0,0.0,204,30,0.0,0,0
2793,4.0,2,203.0,4.0,238,3,0.0,0,1
2794,1.0,6,446.0,1.0,29,3,0.0,0,0
2795,2.0,4,124.0,1.0,192,8,0.0,0,1
2796,1.0,9,749.0,20.0,91,12,0.0,1,1
2797,2.0,6,144.0,64.0,13,2,0.0,0,1
2798,2.0,12,114.0,20.0,9,2,4272.85,0,0
2799,10.0,5,98.0,70.0,155,2,0.0,0,0
2800,2.0,21,477.0,16.0,20,35,0.0,0,1
2801,1.0,3,328.0,6.0,44,38,0.0,0,0
2802,2.0,9,463.0,0.0,95,21,0.4166666666666667,0,1
2803,1.0,7,311.0,0.0,99,16,3.55,0,0
2804,2.0,3,141.0,1.0,183,18,0.0,0,0
2805,2.0,8,581.0,43.0,33,4,0.0,0,0
2806,4.0,4,0.0,3.0,57,3,0.0,0,0
2807,3.0,10,129.0,1.0,127,8,0.0,1,0
2808,2.0,6,144.0,90.0,21,4,0.6666666666666666,0,0
2809,2.0,7,358.0,0.0,1,31,0.0,0,0
2810,2.0,12,187.0,35.0,4,2,0.0,0,0
2811,4.0,39,170.0,12.0,24,4,0.0,1,0
2812,1.0,5,161.0,31.0,13,4,0.0,0,1
2813,2.0,9,187.0,2.0,57,2,254.35,0,0
2814,3.0,3,311.0,18.0,17,4,0.2500000000000001,0,1
2815,4.0,4,110.0,0.0,152,12,0.0,0,1
2816,2.0,3,178.0,9.0,76,6,0.06666666666666668,0,0
2817,5.0,28,169.0,3.0,56,4,32.21666666666667,0,0
2818,2.0,3,522.0,0.0,181,6,0.18333333333333326,0,1
2819,1.0,8,355.0,24.0,13,5,0.06666666666666668,0,0
2820,1.0,15,653.0,0.0,154,7,57825.08333333334,1,0
2821,6.0,6,27.0,0.0,142,9,2.15,0,0
2822,3.0,3,124.0,20.0,12,3,0.03333333333333333,0,1
2823,4.0,5,219.0,2.0,121,8,0.0,0,0
2824,1.0,8,109.0,2.0,92,19,0.05,0,0
2825,1.0,4,324.0,82.0,16,79,1.1166666666666667,0,0
2826,6.0,2,100.0,58.0,244,8,0.0,0,0
2827,1.0,33,95.0,0.0,10,49,0.0,0,0
2828,1.0,4,244.0,33.0,85,28,0.0,0,1
2829,1.0,4,66.0,8.0,9,10,569.3666666666667,0,0
2830,1.0,37,18.0,0.0,8,3,3853.583333333334,1,1
2831,2.0,3,75.0,4.0,23,4,0.0,0,0
2832,2.0,11,280.0,82.0,83,4,0.0,1,0
2833,2.0,3,126.0,7.0,174,11,0.7,0,0
2834,2.0,10,119.0,13.0,37,2,399.08333333333326,0,1
2835,4.0,3,30.0,0.0,259,8,0.38333333333333336,0,0
2836,1.0,9,405.0,75.0,194,7,99.35,0,0
2837,1.0,20,555.0,3.0,12,5,12.983333333333333,1,1
2838,1.0,10,439.0,4.0,16,4,1.15,0,1
2839,4.0,66,230.0,0.0,157,8,0.1,1,0
2840,1.0,3,339.0,29.0,29,7,0.18333333333333326,0,1
2841,7.0,5,392.0,0.0,180,10,0.0,0,0
2842,2.0,3,50.0,0.0,134,6,776.7833333333333,0,0
2843,1.0,4,17.0,9.0,30,6,0.05,0,0
2844,9.0,3,67.0,5.0,51,5,448.71666666666664,0,0
2845,1.0,36,254.0,2.0,26,30,46.05,0,0
2846,5.0,4,237.0,52.0,22,2,0.38333333333333336,0,0
2847,4.0,5,83.0,0.0,24,3,0.0,0,0
2848,3.0,3,123.0,18.0,7,5,0.0,0,0
2849,3.0,15,637.0,2.0,2,6,53.33333333333334,1,1
2850,2.0,4,364.0,26.0,252,3,0.016666666666666666,0,0
2851,4.0,8,226.0,0.0,81,3,0.05,0,0
2852,5.0,8,256.0,0.0,208,14,5963.4,0,0
2853,1.0,10,34.0,0.0,30,3,52.2,0,1
2854,1.0,4,241.0,71.0,0,4,0.0,0,0
2855,1.0,6,314.0,0.0,5,31,23.05,0,1
2856,2.0,6,310.0,19.0,1,1,1278.05,0,0
2857,4.0,28,268.0,12.0,345,7,1567.6333333333334,1,1
2858,10.0,5,220.0,0.0,83,6,1.1833333333333331,0,0
2859,2.0,13,566.0,8.0,78,3,28.18333333333333,1,0
2860,4.0,3,268.0,13.0,38,7,0.0,0,0
2861,1.0,7,158.0,1.0,18,141,936.0,0,0
2862,3.0,6,232.0,0.0,90,4,0.0,0,1
2863,2.0,5,108.0,1.0,138,5,2697.85,0,0
2864,2.0,6,679.0,0.0,115,20,1.4166666666666667,0,0
2865,2.0,3,238.0,7.0,9,2,0.0,0,0
2866,2.0,28,442.0,17.0,38,7,2.016666666666667,1,0
2867,2.0,3,58.0,1.0,16,6,0.4166666666666667,0,0
2868,2.0,16,182.0,127.0,43,2,0.06666666666666668,1,0
2869,1.0,11,64.0,23.0,1,4,0.11666666666666667,0,1
2870,2.0,2,81.0,1.0,32,4,0.0,0,0
2871,3.0,5,100.0,5.0,22,3,0.75,0,1
2872,2.0,3,162.0,24.0,89,4,0.06666666666666668,0,1
2873,3.0,9,551.0,19.0,45,2,0.0,1,1
2874,1.0,17,552.0,0.0,68,15,1054.7333333333333,1,1
2875,10.0,11,200.0,1.0,81,5,6.0,0,1
2876,1.0,15,357.0,42.0,4,2,0.21666666666666667,1,0
2877,1.0,3,196.0,0.0,69,8,0.0,0,1
2878,1.0,11,353.0,40.0,35,10,124.85,1,0
2879,1.0,5,316.0,3.0,61,15,0.0,1,0
2880,2.0,5,125.0,24.0,3,1,0.6166666666666667,0,0
2881,3.0,12,125.0,0.0,68,8,540.9000000000002,1,1
2882,2.0,4,1032.0,5.0,1,7,0.0,0,1
2883,5.0,3,178.0,11.0,320,9,0.26666666666666666,0,1
2884,4.0,3,167.0,5.0,33,6,4347.8,0,0
2885,1.0,16,108.0,3.0,6,20,20139.566666666666,0,0
2886,4.0,10,147.0,4.0,202,11,0.0,0,0
2887,2.0,2,810.0,5.0,6,7,0.0,0,1
2888,1.0,23,279.0,0.0,197,5,376.88333333333327,1,0
2889,2.0,9,62.0,0.0,43,8,0.45,0,0
2890,2.0,5,477.0,3.0,4,4,1.3666666666666667,1,1
2891,1.0,5,208.0,4.0,4,31,0.26666666666666666,0,1
2892,1.0,6,278.0,27.0,109,19,2831.683333333333,0,0
2893,4.0,16,95.0,0.0,9,3,4.95,0,0
2894,5.0,5,543.0,1.0,29,3,0.1,0,0
2895,1.0,3,296.0,30.0,67,4,0.45,0,0
2896,3.0,12,599.0,2.0,4,28,2518.4166666666665,0,0
2897,2.0,14,115.0,5.0,197,3,0.0,1,1
2898,3.0,7,266.0,18.0,32,1,41.41666666666666,0,1
2899,4.0,34,199.0,3.0,1,8,0.0,1,1
2900,1.0,17,240.0,1.0,184,11,0.0,1,0
2901,4.0,3,282.0,1.0,79,3,0.0,0,0
2902,4.0,32,175.0,7.0,33,3,0.2,1,0
2903,8.0,29,466.0,69.0,96,5,241.06666666666663,0,0
2904,1.0,14,490.0,7.0,11,2,3822.6,1,1
2905,2.0,15,321.0,8.0,2,4,0.16666666666666666,1,1
2906,4.0,4,187.0,24.0,216,4,0.2333333333333333,0,0
2907,1.0,5,452.0,1.0,20,28,0.2333333333333333,0,0
2908,8.0,3,66.0,0.0,27,5,0.0,0,0
2909,1.0,3,538.0,3.0,176,21,0.1,0,1
2910,4.0,3,148.0,27.0,38,5,0.1,0,0
2911,8.0,14,16.0,0.0,78,12,2064.2500000000005,0,1
2912,2.0,2,577.0,3.0,203,7,0.0,0,0
2913,2.0,8,200.0,0.0,248,4,739.9,0,0
2914,1.0,9,352.0,1.0,0,28,962.9833333333332,0,1
2915,1.0,6,163.0,10.0,17,6,0.0,0,0
2916,4.0,14,202.0,11.0,29,5,9.333333333333334,0,1
2917,3.0,5,166.0,3.0,75,3,0.0,0,0
2918,2.0,3,290.0,3.0,205,4,0.3,0,0
2919,1.0,5,166.0,23.0,7,32,0.0,0,1
2920,1.0,33,474.0,13.0,190,15,0.5166666666666667,1,1
2921,4.0,4,108.0,18.0,76,4,0.2333333333333333,0,0
2922,2.0,3,354.0,27.0,43,1,0.18333333333333326,0,0
2923,4.0,4,358.0,0.0,60,6,0.0,0,0
2924,3.0,6,233.0,4.0,128,16,896.6333333333333,0,0
2925,5.0,25,566.0,5.0,216,8,55.48333333333333,1,0
2926,2.0,3,47.0,5.0,81,7,8757.983333333334,0,0
2927,3.0,7,369.0,9.0,1,2,3.733333333333333,0,1
2928,4.0,5,131.0,15.0,26,3,0.2500000000000001,0,0
2929,2.0,9,277.0,5.0,26,8,2774.866666666667,0,0
2930,1.0,3,391.0,1.0,159,13,0.0,0,1
2931,2.0,7,341.0,13.0,2,2,0.0,1,0
2932,3.0,7,287.0,10.0,43,6,0.95,0,0
2933,2.0,8,246.0,2.0,17,1,33.56666666666667,0,1
2934,1.0,8,145.0,1.0,23,16,1.0333333333333334,0,1
2935,4.0,6,64.0,43.0,64,5,0.0,0,1
2936,1.0,7,128.0,1.0,46,20,0.4666666666666667,0,1
2937,8.0,2,826.0,10.0,258,2,0.0,0,0
2938,1.0,3,195.0,3.0,13,1,0.0,0,0
2939,2.0,3,519.0,3.0,32,76,0.2833333333333333,0,0
2940,2.0,8,76.0,1.0,192,5,726.8833333333333,1,1
2941,2.0,3,128.0,35.0,25,3,0.0,0,0
2942,4.0,5,148.0,2.0,156,6,27.316666666666666,0,0
2943,6.0,3,265.0,0.0,169,15,0.2,0,0
2944,1.0,6,275.0,20.0,23,8,0.0,1,0
2945,3.0,13,233.0,4.0,12,5,21.15,0,0
2946,2.0,3,57.0,31.0,44,5,0.03333333333333333,0,0
2947,4.0,10,314.0,0.0,49,6,320.8666666666667,0,1
2948,5.0,19,61.0,40.0,342,11,0.0,0,0
2949,3.0,3,155.0,1.0,14,2,67.73333333333333,0,0
2950,6.0,4,125.0,1.0,65,2,0.0,0,0
2951,2.0,10,106.0,34.0,18,4,233.15,0,1
2952,3.0,8,139.0,8.0,258,5,4.433333333333334,0,0
2953,1.0,26,167.0,12.0,1,8,840.6833333333333,1,1
2954,2.0,4,53.0,46.0,41,3,0.0,0,1
2955,4.0,8,224.0,0.0,46,35,10.25,0,1
2956,4.0,2,251.0,26.0,33,3,0.0,0,0
2957,2.0,4,147.0,59.0,176,8,0.08333333333333333,0,0
2958,1.0,7,134.0,30.0,21,7,785.7666666666668,0,1
2959,2.0,17,355.0,20.0,17,14,4276.116666666667,0,1
2960,2.0,4,100.0,3.0,55,16,2586.0,0,1
2961,4.0,14,200.0,1.0,257,30,0.0,0,1
2962,2.0,4,108.0,13.0,123,7,0.05,0,0
2963,2.0,4,203.0,17.0,25,2,0.08333333333333333,0,0
2964,2.0,3,160.0,0.0,104,9,0.1,0,0
2965,7.0,5,303.0,24.0,5,2,0.0,0,1
2966,4.0,3,153.0,0.0,22,3,5.716666666666668,0,0
2967,2.0,7,977.0,20.0,176,7,0.0,0,0
2968,4.0,3,31.0,8.0,9,4,0.2833333333333333,0,0
2969,4.0,7,235.0,20.0,59,2,0.16666666666666666,0,0
2970,2.0,8,691.0,20.0,164,9,0.7,0,1
2971,1.0,31,273.0,0.0,4,29,2.533333333333333,1,1
2972,2.0,24,726.0,13.0,17,11,1.7,1,1
2973,1.0,9,125.0,66.0,0,1,0.08333333333333333,0,0
2974,1.0,3,61.0,0.0,96,3,734.25,0,0
2975,2.0,36,452.0,8.0,23,6,0.0,1,1
2976,1.0,26,66.0,2.0,198,19,1831.6833333333327,0,0
2977,2.0,3,247.0,24.0,205,10,994.4833333333336,0,0
2978,2.0,4,165.0,0.0,17,14,0.16666666666666666,0,0
2979,3.0,8,197.0,10.0,2,3,0.0,0,1
2980,2.0,11,70.0,0.0,43,3,0.4833333333333334,1,0
2981,2.0,10,182.0,1.0,21,3,0.13333333333333333,0,0
2982,4.0,4,115.0,33.0,203,5,0.0,0,0
2983,4.0,4,35.0,0.0,53,10,0.8,0,0
2984,2.0,5,410.0,8.0,23,14,0.0,0,0
