,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker,not_replied
15627,4.0,373.0,2.0,164,11,1,1,0,0,0,0,0
15628,4.0,0.0,4.0,28,5,0,1,0,0,0,0,1
15629,3.0,152.0,3.0,171,7,1,1,0,0,1,1,0
15630,4.0,250.0,27.0,10,3,1,1,0,0,1,0,0
15633,3.0,307.0,0.0,0,1,0,1,0,0,1,0,1
15634,1.0,0.0,0.0,173,6,1,1,0,0,0,0,0
15636,7.0,147.0,1.0,153,7,1,1,0,0,1,0,0
15637,3.0,160.0,13.0,168,1,1,0,1,0,1,0,0
15638,2.0,126.0,16.0,186,14,1,1,0,0,1,1,0
15639,5.0,190.0,0.0,71,12,1,1,0,0,1,1,0
15643,1.0,717.0,23.0,11,1,1,0,1,0,1,0,0
15644,2.0,83.0,3.0,223,2,1,1,0,0,1,0,0
15646,2.0,72.0,15.0,4,3,1,1,0,0,0,1,0
15647,2.0,413.0,0.0,157,7,1,1,0,0,1,0,0
15648,2.0,137.0,16.0,8,5,1,1,0,0,1,0,0
15649,1.0,164.0,0.0,94,18,1,0,1,0,1,0,0
15650,4.0,0.0,0.0,100,7,0,1,0,0,0,1,1
15651,4.0,429.0,7.0,55,3,1,1,0,0,1,0,0
15653,4.0,76.0,0.0,30,5,1,1,0,0,1,1,0
15655,1.0,609.0,3.0,24,3,1,1,0,0,1,0,0
15658,5.0,173.0,0.0,43,24,1,1,0,0,1,0,0
15659,3.0,75.0,30.0,180,16,1,1,0,0,1,0,0
15660,4.0,110.0,0.0,163,4,1,1,0,0,0,0,0
15661,3.0,47.0,0.0,18,5,1,0,1,0,1,0,0
15662,4.0,201.0,11.0,3,5,1,1,0,0,1,0,0
15663,2.0,75.0,1.0,177,16,1,1,0,0,1,1,0
15665,4.0,197.0,0.0,203,11,1,1,0,0,1,1,0
15666,6.0,201.0,2.0,29,4,1,1,0,0,0,0,0
15667,2.0,251.0,0.0,183,7,1,1,0,0,0,0,0
15670,2.0,31.0,17.0,4,4,1,1,0,0,1,0,0
15671,2.0,0.0,8.0,209,1,1,0,1,0,0,1,0
15672,5.0,385.0,1.0,46,1,1,1,0,0,1,0,0
15674,1.0,16.0,15.0,2,2,1,1,0,0,1,1,0
15676,1.0,98.0,1.0,7,1,1,0,1,0,1,0,0
15678,3.0,64.0,0.0,3,4,1,1,0,0,0,1,0
15679,2.0,412.0,14.0,0,2,1,1,0,0,0,1,0
15681,16.0,145.0,0.0,38,13,1,0,0,1,1,0,0
15682,1.0,182.0,0.0,21,1,0,0,0,1,1,1,1
15684,2.0,148.0,0.0,155,16,1,0,1,0,1,0,0
15685,6.0,286.0,0.0,49,24,1,1,0,0,1,1,0
15686,6.0,34.0,0.0,25,5,1,1,0,0,1,0,0
15688,2.0,265.0,0.0,206,5,1,1,0,0,0,0,0
15689,1.0,523.0,0.0,32,8,1,1,0,0,1,1,0
15690,2.0,256.0,2.0,102,6,1,0,1,0,1,0,0
15691,2.0,80.0,1.0,15,5,1,1,0,0,0,0,0
15692,1.0,337.0,1.0,21,17,1,1,0,0,1,1,0
15695,1.0,300.0,2.0,1,8,1,1,0,0,0,1,0
15697,4.0,0.0,5.0,169,4,1,1,0,0,0,0,0
15698,2.0,516.0,0.0,30,23,1,1,0,0,1,1,0
15699,2.0,454.0,0.0,76,7,1,1,0,0,1,0,0
15701,1.0,304.0,13.0,31,2,1,0,1,0,1,0,0
15704,6.0,0.0,0.0,190,3,0,1,0,0,0,0,1
15709,1.0,118.0,17.0,4,3,1,1,0,0,1,0,0
15711,3.0,170.0,0.0,202,20,1,0,0,1,1,0,0
15712,1.0,904.0,72.0,15,2,1,1,0,0,1,0,0
15713,2.0,259.0,0.0,146,6,1,0,1,0,0,0,0
15717,8.0,0.0,4.0,55,2,1,1,0,0,0,1,0
15718,4.0,248.0,19.0,18,3,1,1,0,0,1,0,0
15720,3.0,1077.0,3.0,194,10,1,1,0,0,1,0,0
15721,2.0,926.0,1.0,103,15,1,1,0,0,1,0,0
15724,8.0,225.0,0.0,24,5,1,1,0,0,1,0,0
15725,8.0,95.0,0.0,22,5,1,1,0,0,1,1,0
15726,2.0,100.0,3.0,164,8,1,1,0,0,1,0,0
15728,2.0,532.0,20.0,2,4,1,1,0,0,1,0,0
15734,3.0,138.0,45.0,23,3,1,1,0,0,1,0,0
15735,2.0,404.0,52.0,74,7,1,1,0,0,1,0,0
15736,1.0,1.0,43.0,31,8,0,1,0,0,0,1,1
15738,1.0,178.0,5.0,78,7,1,1,0,0,1,0,0
15740,1.0,309.0,12.0,189,5,1,1,0,0,1,0,0
15742,7.0,67.0,0.0,54,6,1,1,0,0,1,1,0
15743,1.0,56.0,2.0,9,7,1,0,0,1,1,1,0
15744,3.0,177.0,2.0,87,2,1,1,0,0,1,1,0
15745,4.0,346.0,17.0,21,3,1,1,0,0,1,0,0
15746,5.0,102.0,0.0,106,8,1,1,0,0,1,1,0
15747,4.0,72.0,1.0,42,11,1,1,0,0,1,0,0
15748,1.0,111.0,1.0,37,16,1,1,0,0,1,0,0
15749,1.0,238.0,0.0,12,6,0,1,0,0,1,1,1
15751,2.0,79.0,3.0,9,4,1,1,0,0,1,1,0
15752,1.0,376.0,0.0,188,7,1,1,0,0,0,1,0
15754,2.0,57.0,0.0,64,1,1,1,0,0,1,1,0
15755,3.0,62.0,0.0,177,8,1,1,0,0,0,1,0
15756,6.0,177.0,0.0,180,6,1,1,0,0,0,0,0
15757,8.0,226.0,0.0,23,4,1,1,0,0,1,0,0
15759,2.0,0.0,0.0,17,3,1,0,1,0,0,0,0
15762,3.0,329.0,0.0,121,14,1,1,0,0,1,0,0
15763,1.0,600.0,0.0,1,58,1,1,0,0,0,1,0
15766,4.0,316.0,7.0,2,3,1,1,0,0,1,0,0
15769,2.0,446.0,0.0,3,3,1,1,0,0,1,0,0
15770,4.0,345.0,0.0,47,4,1,1,0,0,1,0,0
15771,1.0,163.0,0.0,59,19,1,0,1,0,1,0,0
15772,2.0,352.0,1.0,7,12,1,1,0,0,1,1,0
15773,2.0,214.0,44.0,178,3,0,1,0,0,1,0,1
15776,1.0,142.0,0.0,140,3,1,1,0,0,0,1,0
15778,2.0,225.0,0.0,135,100,1,1,0,0,1,0,0
15779,8.0,316.0,0.0,86,2,1,1,0,0,1,0,0
15780,4.0,357.0,0.0,78,3,0,1,0,0,1,0,1
15781,4.0,229.0,0.0,22,4,1,1,0,0,1,0,0
15782,1.0,66.0,0.0,3,3,1,0,1,0,0,1,0
15783,1.0,26.0,4.0,2,61,1,1,0,0,1,1,0
15784,2.0,206.0,24.0,30,3,1,0,1,0,0,0,0
15785,3.0,356.0,0.0,110,5,1,1,0,0,1,1,0
15787,1.0,508.0,2.0,111,6,1,0,1,0,1,0,0
15789,8.0,186.0,0.0,245,4,1,1,0,0,1,1,0
15792,1.0,111.0,9.0,58,4,1,0,1,0,1,0,0
15793,4.0,31.0,13.0,0,1,1,1,0,0,1,0,0
15795,1.0,131.0,0.0,190,1,1,0,1,0,1,0,0
15796,2.0,351.0,0.0,101,4,1,0,1,0,1,0,0
15799,1.0,154.0,0.0,11,2,1,0,1,0,0,0,0
15800,5.0,44.0,0.0,139,7,1,1,0,0,1,0,0
15801,8.0,91.0,1.0,80,5,1,1,0,0,1,0,0
15802,8.0,97.0,0.0,80,5,0,1,0,0,1,0,1
15803,1.0,326.0,3.0,3,7,1,0,1,0,1,0,0
15805,3.0,301.0,1.0,197,6,1,1,0,0,0,1,0
15808,4.0,332.0,8.0,27,5,1,1,0,0,1,1,0
15810,1.0,0.0,0.0,10,10,1,1,0,0,0,0,0
15811,6.0,188.0,0.0,31,4,1,1,0,0,1,0,0
15812,7.0,68.0,0.0,32,3,1,1,0,0,1,0,0
15813,4.0,77.0,2.0,208,7,1,1,0,0,0,0,0
15814,2.0,111.0,51.0,16,3,1,0,1,0,0,0,0
15815,2.0,79.0,2.0,42,17,1,1,0,0,0,0,0
15816,2.0,198.0,0.0,200,29,1,1,0,0,0,0,0
15818,2.0,157.0,0.0,191,1,0,1,0,0,0,0,1
15819,4.0,149.0,0.0,1,42,1,1,0,0,1,0,0
15822,3.0,410.0,2.0,115,11,1,1,0,0,0,0,0
15824,4.0,306.0,1.0,28,4,0,1,0,0,0,0,1
15832,4.0,310.0,1.0,41,3,1,1,0,0,0,1,0
15837,1.0,12.0,5.0,5,4,1,1,0,0,1,0,0
15838,2.0,235.0,4.0,101,19,1,1,0,0,1,1,0
15839,4.0,0.0,5.0,30,4,1,1,0,0,0,0,0
15840,1.0,0.0,22.0,13,3,1,1,0,0,0,1,0
15841,2.0,231.0,8.0,183,16,1,1,0,0,0,0,0
15842,1.0,388.0,2.0,48,91,1,0,1,0,1,0,0
15844,2.0,349.0,4.0,203,2,1,1,0,0,1,1,0
15846,2.0,312.0,0.0,126,8,1,1,0,0,1,0,0
15847,3.0,0.0,3.0,211,8,0,1,0,0,0,0,1
15848,2.0,99.0,0.0,8,3,0,1,0,0,0,1,1
15849,7.0,155.0,0.0,40,46,1,1,0,0,1,1,0
15853,10.0,788.0,0.0,28,5,1,1,0,0,0,0,0
15854,2.0,0.0,0.0,95,2,0,1,0,0,0,0,1
15856,1.0,260.0,2.0,134,9,1,1,0,0,1,0,0
15859,4.0,522.0,1.0,31,6,1,1,0,0,1,0,0
15861,1.0,154.0,1.0,50,30,1,1,0,0,1,1,0
15862,4.0,57.0,2.0,17,4,1,1,0,0,0,1,0
15863,5.0,296.0,23.0,17,4,1,1,0,0,0,0,0
15864,1.0,32.0,13.0,1,1,1,1,0,0,1,0,0
15866,5.0,230.0,0.0,17,8,1,1,0,0,0,0,0
15869,1.0,368.0,1.0,13,5,1,1,0,0,1,0,0
15870,8.0,46.0,0.0,33,4,1,1,0,0,1,0,0
15871,3.0,256.0,2.0,185,7,1,1,0,0,1,0,0
15873,5.0,118.0,26.0,28,4,1,1,0,0,1,0,0
15876,4.0,622.0,0.0,73,17,1,1,0,0,0,1,0
15877,4.0,18.0,0.0,94,4,1,1,0,0,0,1,0
15878,4.0,101.0,0.0,83,2,1,1,0,0,1,0,0
15879,1.0,364.0,0.0,41,25,1,0,1,0,1,0,0
15881,3.0,398.0,1.0,27,5,0,1,0,0,1,0,1
15882,3.0,350.0,0.0,139,4,1,1,0,0,1,0,0
15883,1.0,506.0,0.0,187,9,1,0,1,0,0,0,0
15884,4.0,135.0,2.0,23,4,1,1,0,0,1,0,0
15886,3.0,142.0,0.0,138,4,1,1,0,0,1,0,0
15887,2.0,142.0,0.0,104,7,1,1,0,0,0,1,0
15888,3.0,0.0,1.0,29,3,1,1,0,0,0,0,0
15889,1.0,93.0,1.0,21,4,1,1,0,0,1,0,0
15890,2.0,51.0,0.0,22,7,1,1,0,0,1,1,0
15891,3.0,134.0,8.0,11,9,1,0,1,0,0,1,0
15892,4.0,233.0,2.0,194,6,0,1,0,0,1,0,1
15895,8.0,0.0,4.0,21,5,0,1,0,0,0,0,1
15896,2.0,72.0,0.0,29,4,1,1,0,0,0,0,0
15898,8.0,104.0,7.0,20,5,1,1,0,0,1,0,0
15900,1.0,196.0,32.0,27,14,0,1,0,0,1,0,1
15903,6.0,363.0,0.0,146,25,1,1,0,0,1,0,0
15905,2.0,281.0,94.0,19,5,1,1,0,0,0,1,0
15907,1.0,342.0,0.0,192,1,1,0,1,0,1,0,0
15910,2.0,69.0,0.0,25,7,1,1,0,0,0,1,0
15911,1.0,340.0,1.0,92,4,1,0,1,0,1,0,0
15914,1.0,362.0,58.0,12,6,1,1,0,0,0,0,0
15915,2.0,208.0,10.0,32,11,1,0,0,1,0,0,0
15917,1.0,180.0,33.0,8,1,1,1,0,0,1,1,0
15918,4.0,163.0,0.0,18,8,1,1,0,0,1,1,0
15919,1.0,138.0,16.0,197,4,1,0,1,0,0,0,0
15922,2.0,126.0,1.0,1,2,1,0,1,0,0,1,0
15924,4.0,654.0,0.0,83,4,1,1,0,0,0,1,0
15925,6.0,35.0,5.0,163,2,1,1,0,0,1,0,0
15926,1.0,238.0,0.0,147,5,0,0,1,0,1,1,1
15927,5.0,356.0,16.0,80,2,1,1,0,0,0,0,0
15928,2.0,198.0,17.0,172,10,1,0,1,0,0,1,0
15929,4.0,321.0,1.0,4,4,1,1,0,0,1,1,0
15931,2.0,28.0,1.0,42,19,1,1,0,0,1,0,0
15932,2.0,210.0,31.0,190,20,1,0,1,0,1,0,0
15934,2.0,40.0,11.0,25,7,1,1,0,0,1,0,0
15936,5.0,273.0,0.0,199,8,1,1,0,0,1,0,0
15937,1.0,184.0,4.0,3,3,1,1,0,0,1,1,0
15938,2.0,50.0,0.0,133,3,1,0,1,0,1,0,0
15939,1.0,164.0,0.0,177,11,0,1,0,0,1,0,1
15940,2.0,264.0,0.0,85,2,1,1,0,0,0,1,0
15941,2.0,398.0,1.0,70,14,0,1,0,0,1,1,1
15942,4.0,151.0,0.0,139,14,0,1,0,0,1,0,1
15944,3.0,178.0,6.0,29,5,1,1,0,0,1,1,0
15945,1.0,201.0,3.0,192,1,1,0,1,0,1,0,0
15948,2.0,97.0,1.0,7,2,1,1,0,0,1,0,0
15949,2.0,0.0,0.0,197,5,1,1,0,0,0,0,0
15950,8.0,99.0,0.0,166,6,0,1,0,0,0,1,1
15955,2.0,175.0,1.0,145,3,1,0,1,0,0,1,0
15958,5.0,271.0,17.0,9,5,1,1,0,0,0,0,0
15963,4.0,186.0,17.0,180,6,1,1,0,0,1,0,0
15964,2.0,120.0,5.0,30,8,1,1,0,0,0,1,0
15965,4.0,203.0,17.0,53,3,1,1,0,0,0,0,0
15967,2.0,61.0,43.0,3,2,1,1,0,0,1,0,0
15968,4.0,316.0,41.0,28,4,1,1,0,0,1,0,0
15969,4.0,159.0,36.0,215,9,1,1,0,0,0,1,0
15970,8.0,92.0,3.0,179,7,1,1,0,0,0,0,0
15971,6.0,109.0,0.0,36,3,1,1,0,0,1,0,0
15972,2.0,772.0,0.0,100,2,1,0,1,0,1,1,0
15973,4.0,148.0,0.0,29,5,1,1,0,0,1,0,0
15974,4.0,292.0,11.0,122,2,0,1,0,0,1,0,1
15976,3.0,120.0,0.0,112,7,1,1,0,0,1,0,0
15979,3.0,112.0,71.0,14,3,1,1,0,0,1,1,0
15981,4.0,203.0,0.0,60,16,1,1,0,0,1,1,0
15982,5.0,46.0,0.0,56,11,1,1,0,0,0,0,0
15983,6.0,311.0,0.0,8,13,0,1,0,0,1,1,1
15984,7.0,976.0,0.0,79,2,1,1,0,0,1,0,0
15986,2.0,175.0,0.0,1,33,0,0,1,0,1,1,1
15991,2.0,611.0,159.0,9,1,1,1,0,0,1,1,0
15992,2.0,79.0,0.0,65,5,1,0,1,0,0,1,0
15994,4.0,0.0,1.0,198,3,1,1,0,0,0,0,0
15995,4.0,196.0,3.0,89,3,1,1,0,0,1,1,0
15998,5.0,427.0,0.0,129,4,1,1,0,0,1,0,0
15999,3.0,96.0,8.0,2,7,1,1,0,0,1,1,0
16000,5.0,130.0,0.0,22,2,1,1,0,0,1,1,0
16002,1.0,132.0,12.0,1,3,1,0,0,1,0,0,0
16003,2.0,592.0,0.0,27,5,1,1,0,0,1,0,0
16008,2.0,41.0,0.0,205,10,1,1,0,0,1,1,0
16009,10.0,131.0,0.0,107,15,0,1,0,0,1,0,1
16012,3.0,76.0,9.0,65,6,1,1,0,0,1,0,0
16013,4.0,31.0,0.0,28,20,1,1,0,0,1,1,0
16016,2.0,148.0,24.0,214,4,1,1,0,0,1,0,0
16017,2.0,196.0,2.0,11,3,1,1,0,0,1,0,0
16018,2.0,51.0,0.0,65,2,0,0,1,0,1,0,1
16020,6.0,711.0,1.0,21,12,1,1,0,0,0,0,0
16021,8.0,219.0,0.0,195,9,0,1,0,0,0,1,1
16023,1.0,322.0,2.0,34,31,1,1,0,0,1,1,0
16024,8.0,207.0,4.0,301,6,1,1,0,0,0,0,0
16025,1.0,227.0,16.0,5,2,1,0,1,0,1,0,0
16026,6.0,202.0,0.0,220,5,1,1,0,0,0,0,0
16027,4.0,244.0,0.0,23,9,1,1,0,0,0,0,0
16029,6.0,116.0,0.0,24,5,1,1,0,0,1,0,0
16030,1.0,135.0,6.0,38,2,0,0,1,0,1,0,1
16031,3.0,261.0,1.0,198,16,0,0,0,1,1,0,1
16034,4.0,53.0,2.0,10,6,1,0,1,0,1,0,0
16036,2.0,0.0,1.0,96,2,1,0,1,0,0,0,0
16037,2.0,413.0,12.0,16,2,1,1,0,0,1,0,0
16038,2.0,0.0,0.0,89,5,0,1,0,0,0,0,1
16040,1.0,331.0,9.0,3,3,1,1,0,0,0,1,0
16042,8.0,152.0,0.0,28,5,0,1,0,0,1,0,1
16044,5.0,976.0,0.0,56,7,1,1,0,0,1,0,0
16049,1.0,529.0,0.0,160,25,1,1,0,0,1,1,0
16052,3.0,275.0,27.0,28,1,1,0,0,1,0,1,0
16054,1.0,303.0,0.0,188,28,1,0,1,0,1,0,0
16055,6.0,155.0,5.0,27,6,1,1,0,0,1,0,0
16057,1.0,89.0,0.0,44,15,1,0,0,1,1,1,0
16059,2.0,206.0,0.0,70,2,0,1,0,0,1,1,1
16060,2.0,140.0,0.0,116,3,1,1,0,0,0,0,0
16062,1.0,156.0,2.0,2,3,1,0,1,0,1,0,0
16063,7.0,44.0,4.0,10,4,1,1,0,0,1,0,0
16065,2.0,115.0,98.0,203,2,1,1,0,0,1,1,0
16066,6.0,275.0,0.0,0,6,1,1,0,0,1,1,0
16067,4.0,137.0,0.0,22,5,1,1,0,0,1,0,0
16071,2.0,0.0,0.0,10,2,1,1,0,0,0,0,0
16073,5.0,83.0,0.0,200,18,1,1,0,0,1,1,0
16075,4.0,39.0,0.0,77,5,1,1,0,0,1,0,0
16078,1.0,116.0,0.0,170,14,1,1,0,0,0,0,0
16079,1.0,1209.0,2.0,67,7,1,0,1,0,1,1,0
16081,6.0,161.0,3.0,115,16,1,1,0,0,1,1,0
16083,2.0,174.0,94.0,74,3,1,0,1,0,0,0,0
16084,1.0,355.0,16.0,190,22,1,0,1,0,0,1,0
16085,2.0,83.0,8.0,5,3,1,1,0,0,1,1,0
16086,6.0,508.0,0.0,11,4,0,1,0,0,0,0,1
16087,4.0,172.0,0.0,114,1,1,1,0,0,1,0,0
16088,8.0,257.0,1.0,45,2,1,1,0,0,1,1,0
16091,1.0,233.0,0.0,47,2,1,1,0,0,0,1,0
16093,1.0,186.0,0.0,203,16,1,1,0,0,1,0,0
16094,4.0,135.0,0.0,59,1,1,1,0,0,0,1,0
16095,3.0,331.0,6.0,40,7,1,1,0,0,0,0,0
16096,3.0,38.0,16.0,122,47,0,1,0,0,1,0,1
16098,1.0,188.0,0.0,5,5,0,0,0,1,1,0,1
16099,1.0,169.0,15.0,190,10,1,1,0,0,1,0,0
16100,1.0,108.0,0.0,25,5,0,1,0,0,1,1,1
16101,4.0,107.0,12.0,20,4,1,1,0,0,0,0,0
16102,1.0,78.0,0.0,15,4,1,0,0,1,1,0,0
16103,5.0,154.0,16.0,58,4,1,1,0,0,1,0,0
16105,4.0,114.0,16.0,10,3,1,1,0,0,1,0,0
16106,4.0,134.0,1.0,96,2,1,1,0,0,1,0,0
16111,5.0,0.0,1.0,32,7,1,1,0,0,0,0,0
16112,4.0,123.0,0.0,96,1,1,1,0,0,1,1,0
16119,7.0,240.0,0.0,141,5,1,1,0,0,1,0,0
16121,2.0,81.0,2.0,106,8,1,1,0,0,1,0,0
16123,4.0,152.0,0.0,20,5,1,1,0,0,1,0,0
16125,2.0,72.0,0.0,1,3,1,1,0,0,0,0,0
16128,1.0,602.0,1.0,10,12,1,1,0,0,1,0,0
16129,8.0,209.0,3.0,216,5,1,1,0,0,0,1,0
16132,2.0,229.0,23.0,52,5,1,1,0,0,0,1,0
16134,8.0,158.0,0.0,168,6,1,1,0,0,1,0,0
16135,2.0,313.0,18.0,31,4,1,1,0,0,0,1,0
16136,6.0,43.0,0.0,42,3,1,1,0,0,1,1,0
16138,3.0,283.0,0.0,242,20,1,1,0,0,0,1,0
16141,2.0,166.0,113.0,123,10,1,1,0,0,1,0,0
16142,2.0,176.0,0.0,101,10,1,1,0,0,1,0,0
16146,4.0,144.0,0.0,108,12,0,1,0,0,1,1,1
16147,3.0,0.0,0.0,2,4,0,1,0,0,0,1,1
16151,2.0,87.0,11.0,5,2,1,1,0,0,0,1,0
16153,4.0,62.0,5.0,347,3,1,1,0,0,1,0,0
16154,4.0,26.0,0.0,29,5,1,1,0,0,1,0,0
16155,2.0,172.0,24.0,1,2,1,1,0,0,1,0,0
16156,1.0,510.0,0.0,195,20,1,1,0,0,1,1,0
16159,2.0,376.0,52.0,206,12,1,1,0,0,1,0,0
16161,4.0,218.0,0.0,7,4,1,1,0,0,1,0,0
16162,3.0,87.0,0.0,200,1,1,1,0,0,0,1,0
16163,2.0,187.0,0.0,79,3,1,1,0,0,1,0,0
16164,1.0,51.0,3.0,15,3,0,1,0,0,1,0,1
16165,2.0,184.0,0.0,212,16,0,1,0,0,1,0,1
16166,3.0,215.0,3.0,72,7,1,1,0,0,1,0,0
16167,4.0,27.0,2.0,58,8,0,1,0,0,1,0,1
16169,4.0,104.0,124.0,215,10,1,1,0,0,1,1,0
16170,4.0,290.0,0.0,34,6,1,0,1,0,1,1,0
16171,5.0,129.0,0.0,198,22,1,1,0,0,1,0,0
16172,6.0,80.0,2.0,23,5,1,1,0,0,1,0,0
16174,1.0,81.0,0.0,208,6,1,1,0,0,1,0,0
16175,4.0,158.0,0.0,51,2,1,1,0,0,1,0,0
16176,1.0,539.0,0.0,27,6,1,0,1,0,0,0,0
16177,4.0,116.0,1.0,4,3,1,1,0,0,1,1,0
16178,4.0,205.0,2.0,33,4,0,1,0,0,1,0,1
16179,2.0,295.0,8.0,27,15,1,1,0,0,0,1,0
16180,2.0,199.0,1.0,26,8,0,1,0,0,1,1,1
16185,1.0,383.0,1.0,23,3,1,0,0,1,1,0,0
16188,3.0,211.0,0.0,57,7,1,1,0,0,1,1,0
16189,2.0,136.0,0.0,46,2,1,1,0,0,0,1,0
16191,5.0,125.0,1.0,61,1,1,1,0,0,0,1,0
16192,2.0,0.0,5.0,8,3,1,1,0,0,0,1,0
16193,2.0,249.0,0.0,110,10,1,0,1,0,1,0,0
16194,1.0,88.0,0.0,14,8,1,0,1,0,1,0,0
16196,1.0,298.0,0.0,29,63,1,1,0,0,1,0,0
16198,5.0,393.0,1.0,157,91,1,1,0,0,1,1,0
16199,2.0,115.0,26.0,31,12,1,1,0,0,0,0,0
16200,1.0,115.0,0.0,116,6,1,0,1,0,0,1,0
16204,1.0,239.0,0.0,92,4,1,0,1,0,0,0,0
16206,1.0,295.0,0.0,52,36,1,0,1,0,0,1,0
16207,6.0,267.0,0.0,82,14,1,1,0,0,1,1,0
16209,2.0,96.0,7.0,1,3,1,1,0,0,0,1,0
16211,12.0,185.0,34.0,213,3,1,1,0,0,1,0,0
16212,2.0,291.0,58.0,203,3,0,1,0,0,1,0,1
16214,4.0,570.0,0.0,105,9,0,1,0,0,0,1,1
16217,2.0,225.0,0.0,113,8,1,1,0,0,1,1,0
16218,4.0,136.0,0.0,28,4,1,1,0,0,1,1,0
16219,6.0,24.0,0.0,92,3,1,1,0,0,1,0,0
16221,2.0,919.0,0.0,152,16,1,0,1,0,0,0,0
16222,2.0,144.0,4.0,210,11,1,1,0,0,1,1,0
16223,4.0,326.0,0.0,125,3,1,1,0,0,1,1,0
16225,2.0,274.0,0.0,72,2,1,0,1,0,1,1,0
16226,2.0,50.0,0.0,165,6,1,1,0,0,1,0,0
16228,1.0,716.0,1.0,163,5,1,0,1,0,1,0,0
16229,2.0,84.0,51.0,2,3,1,1,0,0,0,1,0
16230,2.0,420.0,17.0,33,8,1,1,0,0,0,0,0
16232,2.0,147.0,9.0,2,9,1,1,0,0,0,1,0
16233,2.0,636.0,6.0,14,3,1,0,1,0,0,1,0
16236,2.0,194.0,2.0,64,7,1,1,0,0,1,1,0
16237,8.0,83.0,0.0,28,5,0,1,0,0,1,0,1
16240,5.0,518.0,0.0,169,9,1,1,0,0,1,1,0
16242,1.0,61.0,0.0,56,1,1,1,0,0,0,1,0
16244,5.0,77.0,1.0,32,4,1,1,0,0,1,0,0
16246,1.0,71.0,24.0,2,9,1,1,0,0,1,0,0
16247,1.0,0.0,46.0,42,7,1,1,0,0,0,0,0
16250,2.0,238.0,13.0,207,10,1,1,0,0,1,0,0
16251,3.0,17.0,18.0,135,21,1,1,0,0,1,0,0
16252,2.0,139.0,58.0,21,2,1,1,0,0,1,0,0
16255,4.0,110.0,2.0,156,6,1,1,0,0,1,0,0
16256,2.0,219.0,42.0,70,4,1,0,1,0,0,0,0
16257,4.0,99.0,0.0,22,5,1,1,0,0,1,0,0
16258,2.0,0.0,0.0,2,11,1,1,0,0,0,1,0
16259,2.0,123.0,0.0,134,2,1,0,1,0,1,1,0
16260,3.0,205.0,20.0,65,11,1,1,0,0,0,1,0
16263,2.0,218.0,24.0,27,15,1,1,0,0,0,0,0
16264,2.0,69.0,21.0,52,3,1,1,0,0,0,0,0
16266,4.0,767.0,5.0,107,9,1,0,0,1,1,0,0
16267,2.0,101.0,69.0,26,4,1,1,0,0,0,0,0
16268,2.0,374.0,1.0,53,7,1,1,0,0,1,1,0
16269,2.0,283.0,10.0,182,11,1,1,0,0,0,1,0
16271,1.0,242.0,2.0,129,3,1,0,0,1,1,0,0
16273,1.0,56.0,0.0,32,3,1,1,0,0,1,0,0
16276,2.0,56.0,20.0,10,6,1,1,0,0,1,0,0
16278,2.0,252.0,0.0,25,4,1,0,1,0,0,0,0
16281,1.0,0.0,1.0,0,5,0,0,1,0,0,1,1
16282,3.0,150.0,0.0,65,9,1,1,0,0,0,1,0
16285,6.0,206.0,18.0,160,5,1,1,0,0,1,0,0
16287,1.0,207.0,14.0,2,6,0,1,0,0,0,1,1
16288,4.0,74.0,0.0,183,8,1,1,0,0,1,0,0
16289,6.0,183.0,16.0,32,4,1,1,0,0,1,1,0
16290,2.0,149.0,0.0,117,5,1,1,0,0,1,1,0
16291,2.0,380.0,27.0,81,5,1,0,1,0,0,1,0
16292,5.0,216.0,0.0,3,6,1,1,0,0,1,0,0
16293,2.0,13.0,0.0,105,8,0,1,0,0,0,0,1
16296,2.0,246.0,0.0,2,7,1,0,1,0,1,0,0
16297,3.0,256.0,0.0,46,6,1,0,1,0,0,1,0
16298,4.0,138.0,0.0,137,3,1,1,0,0,1,1,0
16299,3.0,46.0,0.0,36,7,1,1,0,0,0,0,0
16300,2.0,127.0,40.0,2,2,1,0,1,0,1,1,0
16302,8.0,162.0,1.0,119,2,1,1,0,0,1,0,0
16303,4.0,240.0,2.0,219,3,1,1,0,0,1,1,0
16305,2.0,166.0,0.0,211,2,1,1,0,0,0,0,0
16307,4.0,154.0,11.0,36,3,1,1,0,0,1,0,0
16308,4.0,267.0,16.0,16,2,1,1,0,0,1,0,0
16309,2.0,60.0,39.0,21,17,1,1,0,0,0,1,0
16310,1.0,350.0,3.0,116,15,1,0,1,0,1,1,0
16311,4.0,286.0,0.0,33,6,1,0,1,0,1,1,0
16312,1.0,0.0,14.0,25,5,1,1,0,0,0,0,0
16313,4.0,97.0,0.0,21,6,1,1,0,0,1,0,0
16314,7.0,424.0,3.0,150,4,1,1,0,0,0,0,0
16317,4.0,173.0,0.0,191,9,1,1,0,0,1,0,0
16318,1.0,383.0,0.0,203,31,1,0,1,0,1,0,0
16319,1.0,158.0,45.0,41,2,1,0,1,0,0,0,0
16320,1.0,194.0,1.0,15,8,0,1,0,0,0,0,1
16322,2.0,168.0,0.0,20,5,1,1,0,0,0,1,0
16326,3.0,171.0,18.0,21,4,1,1,0,0,1,0,0
