,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,not_replied,contact_me,past_booker
10335,2.0,102.0,4.0,148,3,1,0,1,0
10336,2.0,141.0,0.0,128,4,1,0,1,0
10337,5.0,60.0,5.0,172,10,1,0,1,1
10338,2.0,139.0,18.0,191,1,1,0,1,1
10340,2.0,307.0,17.0,27,9,1,0,0,1
10341,1.0,233.0,0.0,133,10,1,0,1,1
10342,4.0,370.0,0.0,193,9,0,1,0,0
10344,4.0,115.0,0.0,0,3,1,0,0,1
10345,2.0,185.0,18.0,4,4,1,0,0,0
10347,5.0,0.0,12.0,1,2,1,0,0,0
10348,8.0,359.0,1.0,23,3,1,0,1,1
10349,5.0,365.0,0.0,112,14,1,0,1,0
10350,2.0,172.0,0.0,11,3,1,0,1,0
10351,1.0,438.0,4.0,5,2,1,0,0,0
10352,1.0,362.0,0.0,88,14,1,0,1,0
10353,1.0,137.0,8.0,186,24,1,0,1,0
10354,2.0,80.0,268.0,23,2,1,0,1,0
10355,1.0,176.0,17.0,0,4,1,0,0,1
10356,2.0,346.0,96.0,22,2,1,0,1,1
10357,3.0,666.0,4.0,199,7,1,0,1,1
10358,2.0,263.0,11.0,43,7,1,0,0,0
10360,1.0,602.0,1.0,0,6,1,0,1,1
10361,2.0,96.0,4.0,0,2,1,0,0,1
10362,2.0,474.0,20.0,10,3,0,1,0,1
10363,3.0,113.0,1.0,4,2,1,0,0,1
10364,2.0,231.0,3.0,203,6,1,0,1,0
10365,2.0,111.0,33.0,8,3,1,0,1,1
10366,8.0,0.0,0.0,122,3,1,0,0,0
10367,2.0,564.0,7.0,197,7,1,0,0,0
10368,2.0,98.0,10.0,30,10,1,0,1,1
10369,1.0,323.0,0.0,6,5,1,0,1,0
10370,2.0,142.0,0.0,63,5,1,0,1,0
10371,4.0,106.0,11.0,22,5,1,0,1,0
10372,5.0,172.0,0.0,4,5,1,0,1,1
10374,2.0,9.0,113.0,0,3,0,1,0,0
10375,2.0,101.0,7.0,195,19,1,0,1,0
10376,1.0,108.0,1.0,29,3,1,0,1,0
10377,5.0,61.0,10.0,0,3,1,0,1,0
10378,8.0,62.0,10.0,8,6,1,0,0,0
10379,2.0,64.0,94.0,4,3,1,0,0,1
10380,5.0,304.0,11.0,7,7,1,0,1,1
10382,2.0,155.0,0.0,36,2,1,0,0,0
10384,1.0,339.0,0.0,128,5,1,0,1,0
10385,2.0,660.0,9.0,0,6,1,0,0,1
10386,2.0,254.0,12.0,14,5,1,0,0,1
10387,1.0,732.0,8.0,69,16,1,0,1,1
10388,2.0,436.0,6.0,63,9,1,0,1,1
10389,6.0,85.0,17.0,34,4,1,0,1,0
10390,2.0,368.0,90.0,22,2,1,0,1,0
10391,9.0,90.0,0.0,71,2,1,0,0,0
10392,1.0,43.0,3.0,107,21,1,0,0,0
10393,2.0,179.0,1.0,19,3,1,0,1,0
10394,4.0,231.0,0.0,9,4,1,0,0,1
10395,3.0,375.0,35.0,263,6,1,0,1,1
10396,1.0,403.0,0.0,0,3,1,0,1,1
10397,3.0,139.0,0.0,78,7,0,1,1,0
10398,5.0,8.0,7.0,64,11,1,0,1,1
10401,2.0,86.0,6.0,28,2,1,0,0,1
10402,2.0,228.0,0.0,89,4,0,1,1,0
10405,1.0,0.0,2.0,6,8,1,0,0,1
10407,2.0,208.0,4.0,43,13,1,0,1,0
10408,1.0,157.0,0.0,0,3,0,1,0,0
10409,2.0,132.0,28.0,43,4,1,0,0,1
10410,1.0,81.0,15.0,0,4,1,0,1,1
10411,2.0,319.0,0.0,194,5,0,1,0,1
10412,3.0,308.0,0.0,3,4,0,1,1,1
10414,3.0,103.0,0.0,10,4,1,0,1,0
10418,2.0,571.0,7.0,138,4,1,0,0,0
10419,6.0,0.0,1.0,16,4,1,0,0,0
10420,3.0,177.0,0.0,61,4,1,0,1,1
10421,2.0,236.0,0.0,36,4,1,0,1,0
10422,1.0,362.0,0.0,374,1,0,1,1,0
10423,3.0,140.0,0.0,72,10,1,0,1,1
10424,6.0,0.0,1.0,2,4,1,0,0,0
10426,4.0,0.0,0.0,22,2,1,0,0,0
10427,4.0,658.0,8.0,38,7,1,0,1,1
10429,1.0,321.0,4.0,59,31,1,0,1,1
10430,3.0,459.0,0.0,140,15,1,0,0,0
10431,2.0,77.0,1.0,225,3,1,0,1,1
10433,2.0,0.0,0.0,71,2,1,0,1,0
10434,2.0,35.0,0.0,187,12,1,0,1,0
10435,4.0,374.0,4.0,69,10,1,0,1,0
10437,2.0,176.0,63.0,17,9,1,0,1,0
10438,2.0,0.0,5.0,194,1,1,0,0,1
10439,2.0,63.0,10.0,1,2,1,0,0,1
10440,4.0,206.0,28.0,16,4,1,0,0,0
10441,2.0,814.0,31.0,160,19,1,0,1,1
10442,2.0,139.0,1.0,108,6,1,0,0,0
10443,4.0,138.0,82.0,14,3,1,0,1,1
10444,2.0,783.0,18.0,90,13,1,0,0,0
10445,2.0,131.0,59.0,197,5,1,0,1,1
10446,2.0,278.0,69.0,43,4,1,0,0,0
10449,5.0,149.0,0.0,29,5,1,0,1,0
10450,2.0,268.0,15.0,22,6,1,0,0,1
10452,2.0,161.0,3.0,128,15,1,0,1,0
10453,3.0,0.0,0.0,127,2,1,0,0,0
10454,2.0,287.0,8.0,1,5,1,0,1,0
10455,7.0,437.0,0.0,25,3,1,0,0,0
10457,2.0,0.0,10.0,144,3,1,0,0,1
10458,4.0,188.0,3.0,27,4,1,0,1,0
10459,2.0,230.0,0.0,199,4,1,0,0,1
10460,4.0,334.0,43.0,24,10,1,0,1,0
10461,1.0,96.0,1.0,0,4,1,0,1,0
10464,2.0,266.0,0.0,159,2,0,1,1,0
10465,3.0,92.0,20.0,10,2,1,0,0,0
10467,5.0,140.0,0.0,178,7,1,0,1,1
10468,8.0,0.0,4.0,109,2,1,0,0,0
10470,1.0,166.0,39.0,48,4,1,0,0,1
10471,3.0,152.0,1.0,216,5,1,0,0,0
10472,2.0,62.0,12.0,192,7,1,0,0,1
10473,5.0,417.0,0.0,137,6,1,0,1,0
10474,1.0,200.0,0.0,69,7,1,0,0,1
10475,2.0,103.0,4.0,140,23,1,0,1,0
10476,4.0,112.0,0.0,40,3,0,1,0,1
10477,1.0,288.0,2.0,25,12,0,1,1,0
10478,5.0,68.0,0.0,29,5,1,0,1,1
10479,2.0,218.0,2.0,144,6,1,0,0,1
10480,1.0,254.0,4.0,6,10,1,0,0,1
10481,2.0,150.0,12.0,188,18,1,0,0,1
10482,2.0,369.0,59.0,15,3,1,0,1,1
10483,2.0,148.0,5.0,82,5,1,0,0,1
10485,4.0,547.0,21.0,186,9,1,0,1,0
10486,3.0,102.0,0.0,4,5,1,0,1,1
10487,1.0,253.0,6.0,182,9,0,1,1,1
10488,1.0,193.0,0.0,6,92,1,0,1,1
10489,3.0,164.0,0.0,202,20,1,0,1,0
10492,10.0,138.0,0.0,14,5,1,0,1,0
10493,1.0,309.0,3.0,9,29,1,0,1,0
10494,1.0,112.0,29.0,10,9,1,0,0,1
10495,4.0,82.0,0.0,173,12,0,1,1,1
10496,4.0,107.0,0.0,67,6,1,0,1,0
10497,2.0,1034.0,1.0,5,8,1,0,0,0
10500,1.0,780.0,0.0,219,9,0,1,1,0
10501,1.0,286.0,0.0,46,11,1,0,0,0
10502,7.0,62.0,0.0,213,3,1,0,1,0
10503,1.0,677.0,31.0,23,1,1,0,0,1
10504,8.0,0.0,3.0,147,1,1,0,0,1
10505,2.0,110.0,0.0,136,5,1,0,0,1
10507,3.0,245.0,2.0,156,8,1,0,1,0
10509,6.0,55.0,0.0,22,6,1,0,1,0
10511,2.0,92.0,1.0,20,3,1,0,1,0
10512,2.0,168.0,14.0,5,4,0,1,1,0
10513,3.0,126.0,9.0,239,6,1,0,1,1
10515,4.0,70.0,0.0,24,3,1,0,1,0
10516,1.0,153.0,6.0,2,4,1,0,1,1
10517,1.0,19.0,13.0,0,3,0,1,0,1
10518,2.0,381.0,29.0,31,3,1,0,1,0
10519,5.0,209.0,0.0,201,10,0,1,1,0
10520,2.0,0.0,1.0,5,4,1,0,0,0
10522,4.0,297.0,58.0,2,4,1,0,0,0
10523,4.0,275.0,3.0,151,6,1,0,1,0
10524,4.0,200.0,0.0,65,6,1,0,0,1
10525,2.0,57.0,7.0,112,3,1,0,1,0
10526,2.0,109.0,1.0,16,8,1,0,1,0
10528,2.0,477.0,27.0,38,5,1,0,1,1
10529,2.0,19.0,73.0,31,3,1,0,0,0
10530,2.0,117.0,59.0,44,2,1,0,1,0
10533,4.0,58.0,0.0,99,10,1,0,1,0
10534,1.0,200.0,0.0,164,7,1,0,1,0
10535,4.0,190.0,25.0,9,6,1,0,1,0
10537,3.0,269.0,1.0,172,8,1,0,0,0
10538,4.0,194.0,3.0,198,2,1,0,1,1
10541,3.0,0.0,0.0,98,1,1,0,0,1
10544,5.0,326.0,2.0,199,57,1,0,1,0
10545,2.0,0.0,0.0,150,3,0,1,0,0
10547,3.0,259.0,4.0,191,7,1,0,1,1
10548,1.0,19.0,13.0,9,3,1,0,0,0
10549,1.0,49.0,6.0,8,4,1,0,1,0
10550,1.0,546.0,0.0,20,5,1,0,1,1
10552,1.0,700.0,1.0,115,3,1,0,1,0
10553,1.0,223.0,0.0,3,3,1,0,1,1
10554,4.0,418.0,0.0,1,2,1,0,1,0
10556,2.0,218.0,0.0,221,7,1,0,1,0
10559,2.0,246.0,18.0,0,3,1,0,0,1
10561,2.0,25.0,6.0,159,2,1,0,1,0
10562,1.0,394.0,11.0,258,4,1,0,1,0
10564,1.0,184.0,7.0,76,62,1,0,1,0
10565,4.0,126.0,2.0,82,7,1,0,1,1
10566,1.0,331.0,19.0,4,2,1,0,1,0
10567,2.0,592.0,5.0,29,3,0,1,1,0
10568,2.0,52.0,6.0,75,41,0,1,0,1
10569,1.0,384.0,3.0,8,2,1,0,1,0
10570,5.0,203.0,0.0,146,16,1,0,0,1
10571,4.0,317.0,2.0,176,4,1,0,1,1
10572,2.0,0.0,0.0,106,8,0,1,0,0
10573,1.0,166.0,0.0,1,6,1,0,1,1
10574,4.0,134.0,0.0,137,5,0,1,0,1
10575,3.0,117.0,1.0,36,18,1,0,1,1
10576,4.0,170.0,1.0,175,7,1,0,1,0
10579,5.0,167.0,7.0,181,8,1,0,0,0
10580,2.0,124.0,0.0,48,6,1,0,1,0
10581,3.0,0.0,8.0,5,2,1,0,0,0
10582,2.0,0.0,17.0,3,4,1,0,0,0
10586,2.0,0.0,1.0,163,11,1,0,0,1
10587,4.0,81.0,0.0,116,1,1,0,0,1
10588,2.0,332.0,0.0,87,2,1,0,1,0
10589,6.0,44.0,0.0,34,4,1,0,1,1
10590,4.0,57.0,4.0,217,8,1,0,1,0
10591,10.0,277.0,0.0,105,7,1,0,1,0
10593,2.0,227.0,58.0,118,10,1,0,1,0
10594,2.0,351.0,1.0,53,3,1,0,1,1
10596,4.0,201.0,59.0,1,2,1,0,0,1
10597,2.0,289.0,3.0,206,5,1,0,1,1
10598,1.0,175.0,10.0,1,5,1,0,1,1
10600,4.0,53.0,0.0,84,1,1,0,0,0
10601,2.0,0.0,0.0,166,3,0,1,0,0
10602,3.0,88.0,63.0,277,3,1,0,0,0
10604,1.0,152.0,0.0,3,5,1,0,1,0
10605,2.0,129.0,45.0,72,5,1,0,0,1
10606,2.0,0.0,38.0,1,3,1,0,0,0
10607,2.0,135.0,1.0,18,6,1,0,0,1
10608,4.0,208.0,0.0,190,7,0,1,0,0
10609,3.0,0.0,11.0,153,7,1,0,0,0
10611,1.0,433.0,2.0,2,13,1,0,0,1
10612,2.0,383.0,0.0,99,4,1,0,1,1
10613,3.0,0.0,139.0,1,1,1,0,0,0
10614,2.0,422.0,0.0,128,2,1,0,1,1
10615,2.0,42.0,0.0,92,7,1,0,1,0
10617,2.0,355.0,0.0,81,8,0,1,1,0
10618,6.0,366.0,1.0,32,4,1,0,1,0
10619,2.0,537.0,1.0,196,1,1,0,1,1
10620,4.0,167.0,0.0,115,1,0,1,1,1
10621,2.0,24.0,16.0,79,1,1,0,0,1
10624,6.0,95.0,76.0,244,8,1,0,1,0
10625,6.0,87.0,12.0,217,8,0,1,0,0
10628,2.0,29.0,1.0,98,12,1,0,0,0
10629,6.0,157.0,0.0,16,6,1,0,1,0
10631,6.0,233.0,0.0,216,4,0,1,0,1
10632,2.0,604.0,0.0,116,7,1,0,1,0
10633,7.0,242.0,0.0,137,8,0,1,0,0
10634,2.0,139.0,0.0,49,1,1,0,0,1
10635,2.0,0.0,1.0,1,1,1,0,0,0
10636,4.0,423.0,1.0,133,7,0,1,1,1
10637,2.0,98.0,0.0,102,16,1,0,1,1
10638,2.0,0.0,0.0,14,2,1,0,0,1
10639,4.0,632.0,24.0,89,4,1,0,0,0
10640,2.0,47.0,0.0,22,8,1,0,1,0
10641,3.0,307.0,9.0,21,9,1,0,1,1
10642,2.0,85.0,0.0,51,3,1,0,0,0
10643,8.0,514.0,0.0,70,20,1,0,0,1
10644,3.0,380.0,4.0,219,7,1,0,1,0
10645,6.0,284.0,0.0,166,7,1,0,1,0
10647,2.0,6.0,58.0,101,4,1,0,0,1
10648,2.0,144.0,1.0,34,5,1,0,1,1
10649,2.0,124.0,0.0,108,17,1,0,0,1
10650,3.0,0.0,23.0,95,5,0,1,0,1
10651,6.0,84.0,0.0,83,3,1,0,1,0
10652,4.0,316.0,3.0,72,3,1,0,1,1
10653,1.0,128.0,4.0,13,34,1,0,1,0
10654,2.0,169.0,11.0,201,1,1,0,0,0
10656,6.0,31.0,0.0,93,11,1,0,0,0
10657,2.0,336.0,0.0,99,3,1,0,1,0
10658,4.0,368.0,1.0,23,10,1,0,1,0
10659,2.0,489.0,11.0,199,2,0,1,1,0
10660,4.0,68.0,1.0,3,5,1,0,1,1
10661,3.0,63.0,0.0,57,5,1,0,0,0
10663,5.0,15.0,0.0,2,2,1,0,1,0
10665,1.0,91.0,0.0,166,7,1,0,1,0
10666,6.0,87.0,2.0,26,6,0,1,1,0
10667,2.0,174.0,41.0,25,2,1,0,0,0
10668,4.0,115.0,72.0,100,22,1,0,1,0
10670,2.0,96.0,0.0,105,3,1,0,1,1
10671,5.0,155.0,0.0,22,4,1,0,1,0
10672,2.0,226.0,0.0,111,2,0,1,1,1
10673,9.0,400.0,7.0,49,11,1,0,1,0
10675,2.0,108.0,29.0,81,4,1,0,0,0
10677,2.0,1368.0,33.0,54,4,1,0,0,0
10679,6.0,159.0,1.0,114,7,1,0,1,0
10683,9.0,263.0,9.0,239,3,1,0,1,0
10684,1.0,279.0,1.0,189,3,1,0,1,0
10685,1.0,95.0,0.0,156,10,1,0,0,0
10686,2.0,107.0,4.0,24,3,1,0,1,0
10687,4.0,16.0,0.0,62,10,0,1,1,0
10689,6.0,391.0,0.0,20,5,0,1,1,0
10690,2.0,37.0,0.0,24,3,1,0,1,0
10691,2.0,188.0,1.0,3,3,1,0,1,0
10692,5.0,139.0,0.0,151,5,1,0,1,0
10693,2.0,810.0,0.0,101,7,1,0,1,1
10694,1.0,98.0,0.0,205,7,1,0,1,0
10695,10.0,59.0,0.0,32,13,1,0,1,1
10699,3.0,350.0,1.0,55,4,1,0,0,1
10700,2.0,0.0,0.0,48,16,1,0,1,0
10701,1.0,634.0,39.0,126,89,1,0,1,0
10702,6.0,76.0,0.0,15,7,1,0,1,0
10703,4.0,34.0,0.0,107,11,1,0,0,1
10704,2.0,419.0,0.0,161,31,1,0,0,1
10705,4.0,108.0,5.0,73,11,1,0,1,0
10706,3.0,106.0,0.0,200,2,1,0,1,0
10707,2.0,48.0,42.0,16,3,1,0,0,1
10708,2.0,167.0,8.0,49,15,1,0,1,0
10709,3.0,57.0,2.0,28,5,1,0,1,1
10710,2.0,287.0,16.0,48,9,1,0,0,1
10712,2.0,208.0,3.0,152,16,1,0,1,0
10713,2.0,0.0,0.0,8,3,0,1,0,1
10714,1.0,308.0,2.0,30,6,1,0,0,0
10715,1.0,227.0,3.0,182,16,1,0,1,1
10716,3.0,514.0,3.0,4,31,1,0,1,1
10718,2.0,267.0,0.0,25,1,1,0,0,0
10719,3.0,0.0,94.0,24,3,1,0,0,0
10720,2.0,406.0,12.0,192,2,1,0,1,0
10721,4.0,0.0,44.0,4,1,1,0,0,0
10722,1.0,390.0,12.0,14,3,1,0,1,0
10723,2.0,204.0,4.0,1,4,1,0,1,0
10724,2.0,94.0,5.0,4,2,0,1,1,1
10725,2.0,93.0,2.0,25,5,1,0,0,1
10726,1.0,0.0,0.0,87,3,1,0,0,0
10728,3.0,230.0,47.0,27,16,1,0,1,0
10729,2.0,228.0,10.0,187,5,1,0,1,1
10730,2.0,0.0,0.0,27,5,0,1,0,1
10731,4.0,0.0,9.0,7,2,0,1,0,0
10732,2.0,63.0,58.0,15,2,1,0,1,0
10733,4.0,281.0,0.0,150,7,0,1,1,1
10734,2.0,107.0,0.0,43,3,1,0,1,0
10735,2.0,0.0,0.0,97,4,0,1,0,0
10736,1.0,212.0,1.0,7,1,1,0,0,1
10737,4.0,103.0,12.0,27,5,1,0,0,0
10738,1.0,116.0,17.0,39,5,1,0,1,0
10739,4.0,0.0,0.0,22,8,1,0,0,0
10741,2.0,371.0,0.0,107,2,1,0,1,0
10742,2.0,450.0,27.0,26,5,1,0,1,0
10744,2.0,87.0,0.0,14,3,0,1,1,0
10745,3.0,147.0,4.0,30,7,1,0,0,1
10746,5.0,165.0,0.0,10,5,1,0,1,0
10748,2.0,329.0,2.0,9,6,1,0,0,1
10749,4.0,410.0,0.0,96,10,1,0,1,0
10750,5.0,280.0,27.0,118,1,1,0,1,1
10752,2.0,229.0,1.0,52,1,1,0,1,0
10753,3.0,298.0,0.0,95,7,1,0,0,1
10754,4.0,271.0,1.0,57,8,0,1,1,0
10755,2.0,260.0,4.0,193,24,1,0,1,0
10756,2.0,56.0,7.0,49,1,1,0,1,0
10757,3.0,0.0,2.0,31,5,1,0,0,0
10758,1.0,495.0,1.0,61,6,1,0,0,0
10759,3.0,182.0,1.0,70,8,1,0,0,1
10760,1.0,153.0,0.0,172,1,1,0,1,1
10761,1.0,361.0,0.0,28,4,1,0,0,0
10762,3.0,529.0,1.0,13,122,1,0,1,1
10763,5.0,157.0,0.0,2,5,0,1,1,0
10764,4.0,503.0,5.0,107,7,1,0,1,0
10765,2.0,329.0,14.0,27,4,1,0,1,0
10766,6.0,281.0,1.0,23,3,1,0,0,0
10767,2.0,41.0,0.0,45,11,1,0,1,0
10768,6.0,353.0,2.0,193,62,1,0,1,0
10770,8.0,221.0,0.0,153,7,1,0,1,0
10772,5.0,165.0,1.0,197,2,1,0,0,0
10773,4.0,206.0,9.0,59,1,1,0,0,1
10774,3.0,225.0,0.0,108,2,1,0,1,0
10775,2.0,0.0,16.0,114,1,1,0,0,1
10776,1.0,36.0,0.0,29,5,0,1,0,1
10778,3.0,91.0,0.0,128,17,1,0,1,0
10779,2.0,20.0,1.0,190,3,0,1,1,1
10780,7.0,440.0,0.0,198,9,1,0,1,0
10782,2.0,84.0,10.0,56,2,1,0,1,1
10783,4.0,336.0,3.0,112,5,1,0,1,0
10784,1.0,1054.0,0.0,5,29,1,0,0,1
10786,3.0,306.0,0.0,86,10,1,0,1,0
10788,2.0,64.0,0.0,40,14,1,0,1,0
10789,4.0,2.0,20.0,34,4,1,0,0,0
10790,2.0,817.0,116.0,106,7,1,0,1,1
10791,2.0,443.0,1.0,87,2,1,0,1,0
10792,1.0,143.0,43.0,37,3,1,0,1,0
10793,1.0,210.0,11.0,80,30,1,0,1,0
10795,4.0,167.0,0.0,198,7,1,0,1,1
10796,4.0,129.0,3.0,78,2,1,0,1,0
10797,1.0,51.0,18.0,6,3,1,0,1,1
10798,2.0,94.0,17.0,21,4,1,0,1,0
10799,6.0,223.0,4.0,23,4,1,0,1,0
10800,6.0,417.0,1.0,198,17,1,0,1,0
10801,5.0,24.0,0.0,152,15,1,0,0,0
10802,1.0,155.0,0.0,60,8,1,0,1,0
10803,1.0,257.0,2.0,191,10,1,0,1,1
10804,5.0,29.0,0.0,128,3,1,0,0,1
10805,2.0,101.0,20.0,45,7,1,0,0,1
10806,2.0,376.0,20.0,87,10,1,0,0,0
10807,5.0,299.0,1.0,31,10,1,0,1,0
10808,3.0,218.0,0.0,171,8,1,0,1,0
10809,2.0,14.0,0.0,63,3,1,0,0,1
10810,2.0,324.0,0.0,123,12,1,0,1,0
10811,1.0,782.0,0.0,66,18,1,0,1,0
10812,1.0,386.0,0.0,92,14,1,0,1,0
10813,2.0,283.0,1.0,13,30,1,0,1,1
10814,5.0,447.0,0.0,215,10,1,0,1,0
10816,1.0,0.0,8.0,6,4,1,0,0,0
10817,3.0,166.0,3.0,1,15,1,0,0,0
10818,2.0,334.0,14.0,61,3,1,0,0,1
10819,2.0,165.0,20.0,9,4,1,0,1,0
10820,1.0,140.0,0.0,32,201,1,0,1,0
10821,5.0,85.0,0.0,5,4,1,0,1,0
10822,1.0,247.0,43.0,147,5,1,0,1,0
10823,2.0,0.0,8.0,194,11,1,0,0,0
10824,3.0,177.0,0.0,28,3,1,0,0,0
10825,3.0,44.0,24.0,35,6,1,0,0,1
10826,2.0,33.0,3.0,193,3,1,0,1,1
10827,1.0,775.0,0.0,189,6,1,0,0,1
10828,2.0,100.0,0.0,64,2,0,1,0,1
10829,1.0,110.0,31.0,26,2,1,0,1,0
10831,4.0,0.0,0.0,197,9,1,0,0,0
10832,2.0,235.0,22.0,170,2,1,0,1,0
10835,3.0,0.0,3.0,154,2,1,0,0,0
10836,10.0,1020.0,0.0,164,31,1,0,1,0
10837,2.0,245.0,0.0,31,9,0,1,1,0
10838,2.0,154.0,10.0,3,3,1,0,1,1
10839,2.0,327.0,1.0,62,1,1,0,0,1
10840,2.0,157.0,0.0,2,30,0,1,1,1
10841,2.0,510.0,1.0,139,5,1,0,1,1
10842,2.0,141.0,0.0,121,20,1,0,1,1
10843,2.0,242.0,2.0,124,2,1,0,1,0
10844,2.0,226.0,0.0,42,7,1,0,1,0
10845,1.0,528.0,0.0,157,18,1,0,0,0
10846,8.0,459.0,0.0,213,3,0,1,1,0
10848,1.0,393.0,29.0,217,8,1,0,1,1
10849,2.0,97.0,0.0,20,4,1,0,1,0
10850,2.0,346.0,114.0,18,15,1,0,1,1
10851,2.0,146.0,1.0,204,9,0,1,1,0
10852,5.0,200.0,0.0,93,5,1,0,1,1
10853,4.0,102.0,0.0,26,4,0,1,1,0
10854,8.0,60.0,0.0,3,4,1,0,1,0
10855,3.0,166.0,11.0,46,3,1,0,1,0
10856,1.0,447.0,139.0,51,3,1,0,0,0
10857,1.0,283.0,0.0,19,8,1,0,1,1
10858,1.0,529.0,7.0,154,10,1,0,0,0
10859,1.0,140.0,0.0,55,35,1,0,0,1
10860,2.0,527.0,0.0,182,5,1,0,0,1
10861,2.0,159.0,25.0,271,4,1,0,1,0
10862,2.0,0.0,0.0,195,3,1,0,0,0
10864,4.0,83.0,0.0,28,4,1,0,1,1
10865,5.0,65.0,1.0,194,4,1,0,1,1
10866,4.0,0.0,13.0,14,4,1,0,0,0
10867,3.0,37.0,2.0,15,6,0,1,0,1
10868,1.0,175.0,37.0,9,2,1,0,0,1
10870,2.0,364.0,0.0,191,3,0,1,1,0
10871,2.0,357.0,4.0,27,5,1,0,1,0
10872,1.0,242.0,9.0,5,81,1,0,1,0
10873,2.0,103.0,4.0,1,4,1,0,0,1
10874,3.0,126.0,10.0,138,5,1,0,1,0
10875,2.0,475.0,7.0,13,7,1,0,1,0
10876,2.0,262.0,0.0,55,21,1,0,0,1
10877,4.0,0.0,0.0,121,3,1,0,0,0
10878,2.0,79.0,0.0,55,4,1,0,1,1
10880,5.0,192.0,0.0,38,2,1,0,1,0
10881,1.0,383.0,1.0,24,30,1,0,1,0
10882,2.0,237.0,0.0,29,10,1,0,0,0
10883,2.0,212.0,23.0,5,6,1,0,0,1
10885,1.0,129.0,0.0,201,6,1,0,1,0
10886,1.0,283.0,0.0,156,33,0,1,0,1
10887,1.0,75.0,0.0,29,4,1,0,1,1
10888,1.0,36.0,6.0,2,2,1,0,1,1
10889,2.0,379.0,88.0,9,2,1,0,0,0
10890,2.0,271.0,6.0,4,2,1,0,1,1
10891,2.0,0.0,36.0,1,2,1,0,0,0
10892,2.0,95.0,3.0,15,8,1,0,1,1
10893,2.0,104.0,0.0,4,4,0,1,0,0
10894,3.0,0.0,17.0,25,1,1,0,0,0
10896,5.0,264.0,0.0,90,7,1,0,1,0
10897,2.0,317.0,0.0,15,5,1,0,1,1
10898,2.0,779.0,3.0,0,3,1,0,1,0
10899,1.0,117.0,1.0,4,49,1,0,1,0
10900,2.0,619.0,137.0,123,10,1,0,1,1
10901,1.0,374.0,26.0,0,3,1,0,0,1
10902,4.0,67.0,7.0,155,5,1,0,1,1
10903,8.0,104.0,0.0,25,6,0,1,1,1
10906,2.0,0.0,8.0,136,8,1,0,0,1
10907,4.0,44.0,0.0,40,3,1,0,0,0
10910,6.0,484.0,0.0,208,2,1,0,1,0
10911,4.0,51.0,5.0,44,3,1,0,0,0
10913,2.0,315.0,0.0,24,4,0,1,1,1
10914,1.0,353.0,0.0,157,22,0,1,1,0
10915,3.0,350.0,20.0,34,5,1,0,0,1
10916,2.0,421.0,34.0,29,3,1,0,0,0
10917,8.0,96.0,0.0,13,4,0,1,1,0
10919,2.0,265.0,19.0,72,5,1,0,1,1
10920,2.0,107.0,2.0,126,9,1,0,1,1
10921,4.0,0.0,0.0,194,3,1,0,0,1
10922,3.0,0.0,3.0,155,2,1,0,0,0
10923,2.0,697.0,0.0,43,17,1,0,1,0
10924,2.0,76.0,1.0,1,1,1,0,0,1
10925,4.0,151.0,1.0,0,3,1,0,0,0
10926,2.0,460.0,1.0,30,3,1,0,1,0
10927,1.0,408.0,4.0,81,5,1,0,0,1
10928,3.0,309.0,5.0,105,8,0,1,1,0
10929,1.0,383.0,0.0,41,41,1,0,0,1
10930,3.0,172.0,3.0,41,4,1,0,1,0
10931,5.0,695.0,1.0,181,27,1,0,1,0
10932,4.0,215.0,23.0,0,3,1,0,1,0
10933,2.0,436.0,0.0,26,5,1,0,1,1
10934,1.0,0.0,0.0,3,52,1,0,0,1
10935,2.0,166.0,1.0,59,4,1,0,0,0
10936,8.0,228.0,20.0,29,5,1,0,1,0
10937,4.0,297.0,13.0,25,9,1,0,0,0
10938,1.0,240.0,5.0,1,6,1,0,1,1
10939,5.0,340.0,0.0,109,1,1,0,1,0
10940,4.0,187.0,0.0,75,2,1,0,0,1
10942,4.0,0.0,0.0,87,2,1,0,0,0
10943,1.0,85.0,60.0,14,4,1,0,0,0
10949,2.0,114.0,20.0,9,2,1,0,1,0
10951,1.0,66.0,0.0,2,2,0,1,1,1
10952,2.0,524.0,0.0,45,6,1,0,0,1
10953,3.0,113.0,1.0,24,2,1,0,1,1
10954,1.0,245.0,0.0,18,5,1,0,1,1
10955,2.0,225.0,8.0,42,18,1,0,1,0
10957,2.0,392.0,16.0,13,5,1,0,0,1
10958,1.0,212.0,0.0,204,10,0,1,1,0
10960,1.0,37.0,0.0,18,2,1,0,0,0
10962,4.0,35.0,2.0,127,6,1,0,0,1
10963,4.0,73.0,0.0,23,5,1,0,1,0
10964,7.0,81.0,0.0,93,8,1,0,1,0
10965,2.0,463.0,0.0,95,21,1,0,1,1
10966,4.0,81.0,0.0,1,7,1,0,0,0
10968,2.0,150.0,0.0,202,15,1,0,1,0
10969,2.0,114.0,3.0,50,9,1,0,0,1
10970,2.0,72.0,5.0,173,4,1,0,1,0
10971,1.0,311.0,0.0,99,16,1,0,1,0
10972,2.0,329.0,0.0,3,60,1,0,1,0
10974,4.0,156.0,1.0,25,5,0,1,1,0
10976,2.0,163.0,38.0,38,5,1,0,0,1
10977,1.0,260.0,0.0,0,5,1,0,1,1
